"","X500","X1000","X2000","X4000"
"sd_NNT",3.2363892496144,1.589271957995,0.899696430132049,0.552541578271678
"sd_NNE",3.6662060413708,1.89646172542035,1.08433915438446,0.670281420477215
"sd_EIN",3.05940339880152,1.46617451773422,0.83115528901939,0.511237385349455
