"","X500","X1000","X2000","X4000"
"avb_NNT",1.65793243481314,1.03043135232431,0.651641342913324,0.427873331264342
"avb_NNE",1.96895006181362,1.25823431118752,0.795644967833468,0.526043918079511
"avb_EIN",1.54770202637073,0.948702985627026,0.601545142990345,0.396984928335458
