"","X500","X1000","X2000","X4000"
"avb_EIN",0.480128357511331,0.346499579213203,0.249228194421338,0.166517189876616
"avb_NNE",0.597099649818894,0.423818485967084,0.288109400528054,0.18609153430592
"avb_NNT",0.500669924098024,0.358121462136589,0.248223315316414,0.162613433742868
