"","X500","X1000","X2000"
"avb_NNT",10.5365482492107,7.30597777449121,3.86622545524181
"avb_NNE",14.6097674977873,11.0991732895844,5.97035636839828
"avb_EIN",8.73321656162097,6.05190174759833,3.17354694624323
