"","X500","X1000","X2000"
"sd_NNT",1066.19755474765,3.16552720893635,0.970463888789955
"sd_NNE",1239.31951281241,4.4498786434259,1.44349475210855
"sd_EIN",985.996866769606,2.71209832818458,0.832955397254672
