"V1","V2"
0.482501201003334,0.850749098405602
0.576338421924605,1.22659231537948
0.488335941431693,0.929564164007722
0.545457673823561,1.4187427925524
0.497273837052033,1.12147130128091
0.46572842348446,0.873278346635567
0.431536894940976,0.803134563433586
0.440402738171314,0.849958456707678
0.443494812558482,0.779157726700972
0.483945551055506,0.807925434728922
0.456403131215395,0.851755285379024
0.551047075032298,1.50791722017476
0.565150241177165,1.03967193902541
0.403706114231559,0.732919904113704
0.626616429543786,1.78174333832607
0.460656841379103,0.885273076934747
0.629278091263159,1.77738748331008
0.41379384893135,0.813330994379272
0.454272851350837,0.902023474550446
0.385595369459427,0.681814400525418
0.585276011703729,1.57957612786445
0.375097940935873,0.647674225305328
0.483173653863003,0.877726963321702
0.527486470117246,1.19000561290317
0.590219894942695,1.60700744167149
0.633672243597259,4.10849275716819
0.41105027572015,0.770788577903145
0.449230883872378,0.80786702529303
0.560684304057426,1.15216930455355
0.5037980085411,1.01498117079735
0.365435548679299,0.632860873780154
0.393468284849427,0.628207797765965
0.520438900752116,1.01344486329424
0.519918358746306,0.950924485722803
0.47054388981632,0.878563998325854
0.43261975444751,0.766550884781755
0.650342153411761,1.31264558213084
0.377954431411438,0.674222151836406
0.558700774739704,1.1748753919335
0.457682808798769,0.971884159922344
0.496553406598495,1.197913228949
0.497619377774579,0.980455206824123
0.404414387489879,0.678796152421175
0.484506676758188,1.26794728572653
0.631904641716,2.14930543964305
0.500260001244131,1.1308460554755
0.542885970988794,1.16021611240387
0.463332420017238,0.822283091232562
0.460207915144515,0.767508446325525
0.568264724033869,1.0880735336783
0.551506595734831,1.07618169985183
0.524569464130845,1.23849585756766
0.581180124769817,1.30463479315858
0.515413641804538,1.09352529579308
0.466111502763904,0.860681124602366
0.55211616621125,1.12594272952656
0.483641215270411,0.879873690547464
0.470228678810088,0.862647970964776
0.501653493924469,0.955619602202094
0.492295136009354,1.05211728703135
0.560206603850546,1.04987835328025
0.412755534547954,0.868986041301195
0.466810140037039,0.896646612631354
0.555299280586626,1.18444206866698
0.601941217962984,3.53913532432095
0.539713575146377,1.05396007030926
0.419725176487829,0.827675788521806
0.578839280057966,1.27053337428641
0.388279434807475,0.614000278594883
0.539635727528763,1.24348977381105
0.523651150388478,1.07061743963314
0.409857634969987,0.734506305946034
0.416418704094193,0.667504298029994
0.437127702707087,0.889704339205894
0.540805008561399,1.01599168416568
0.485598464466697,0.983733581837305
