"X1","X2","X3","X4","X5","X6","X7","X8"
2.98880558406989,5.07940460323675,3.41749767738079,5.25289250858742,4.40424010727091,6.51969760351461,4.44933933559035,5.75356004567729
2.95702406946177,4.48593835875954,3.5314976153158,5.56678420710089,3.81747966594564,5.02636511497817,4.39788848505519,5.6542169241705
3.16268566806126,5.21784723111234,3.89952738687903,6.60161428614441,3.70028137768156,4.93275342984875,3.87213455658449,4.60517789096666
3.07157134743095,5.18492118431189,3.46144807974126,5.13986681055014,4.40397477850051,6.40932801654219,4.08270236293615,5.0245041531508
2.80880313181826,5.25782186342723,3.54616649817065,5.24205749190721,4.15918785263146,5.93760692227267,3.94549593603165,4.86416839054379
3.23340890266936,9.7341414245601,3.55131969684498,5.2828180156193,4.06889258757445,5.62057910990389,4.37036185336093,5.59242843155851
3.08073449118486,6.05969209153046,3.4656719689067,5.82011965411662,3.87023204164146,5.10528397894991,4.07009201234075,5.06951208532621
2.9452390899436,5.44586918322139,3.47542450508065,5.10964441167886,3.76803146226797,4.89564557488042,4.21987471022301,5.29784641110673
3.1783102378042,5.80383974421848,4.0605698973372,6.94653036577365,3.84061619691142,5.1136175827392,4.60900391690746,6.01076209243947
3.18366140457719,5.4473954060652,3.423856278085,5.18981826995062,4.01096523044294,5.40648857044855,4.08543457399881,5.04303709216715
3.194320648587,6.0328732226392,3.74083852175089,5.75696905964734,3.71205126893189,4.91972152079184,4.04868746290888,4.99768337481063
3.13542407873392,8.13771905133019,3.9368906629738,6.91163156103101,4.25276643117098,6.08673238272051,3.94717934699075,4.85268585900237
3.19142733338584,5.56291748064567,3.77425779189802,6.27571059607394,4.07612638317504,5.64626626912906,4.28106826068234,5.39951860112483
2.97640442248974,8.1603339932996,3.33490138532885,4.9248583055052,4.07571853139835,5.6352831018197,4.37710199781485,5.61312479901489
3.30071884696138,10.9533991028354,3.83996105035132,6.21713733366153,3.82417983098121,5.04452100560903,4.12563799776071,5.16372416698094
3.19875508202655,6.71066319207135,3.82364921774276,5.94642181273469,4.17062131148453,5.82313361525758,4.32638716168369,5.53750127411025
3.14429589524257,6.13109600452574,3.4795066278084,5.50785493808861,3.88012955909445,5.25438308631198,4.21950422904047,5.32271282087509
3.48635189820047,7.02895830907813,3.65865738351235,6.09458017373664,4.02002951245919,5.62729218878341,4.44701804067664,5.72373239104729
3.22440524358467,6.71078824279213,3.35418186872842,5.24898099676354,4.0187762936066,5.60788397185898,3.87974778342452,4.69848380413684
3.00275015230222,5.62526966919585,3.61236838217192,5.65373587661435,3.84949241523946,5.18806683527038,4.38424076524455,5.72383890785297
3.31944109304025,6.00471983628151,3.57960881382846,5.40043143335604,3.53228933951899,4.7127525685052,4.01044329910687,4.94644033955003
2.7978252808687,3.89383343289232,3.66333793084283,5.87845907122514,3.71034958215903,4.83873302864183,4.42356563032496,5.63614594961367
3.10281807628435,6.81603177866428,3.3159515860486,4.98024968193717,3.8536609714077,5.28757296391131,4.58733651475717,5.97625949742739
3.25720821743541,8.35918217721429,3.25105047457788,4.7326919234468,3.66968594901619,4.91208453357562,4.31943544050545,5.47722820274505
2.83115857795144,4.87064934941499,3.32992589531612,5.38374829351948,3.93201134110737,5.26198743578431,4.45127493237403,5.65652961402521
3.2946698844728,7.15295524797495,3.50234659206166,5.42371654193577,4.40831541742381,6.42793965511334,4.05998765548776,4.98902733780528
3.04601437473399,4.88680166601861,3.54903783450368,5.37369186569305,4.38810000412364,6.40062397313864,4.20998693367345,5.32404358780067
3.14970823731416,5.51794318825466,3.51865558505477,5.29119470674831,3.7116504753436,4.86603994012425,4.1822075008597,5.21757974980002
2.97615806792834,5.68714259451428,3.92974998866723,6.49809729451273,3.45085937272265,4.34668333948,4.26442135301186,5.371439211713
3.68275296492452,9.43132481759009,3.44225869015907,5.12819009403444,3.93696742389322,5.47661634099134,4.04328778413156,5.00487554279445
3.14009182993663,5.24436822667328,3.82203600583266,6.5026283211568,3.74088242872195,4.88979620445782,3.77643402276222,4.53486156444731
3.05512944558285,6.89852493415426,3.44993429178569,5.22578145639165,4.56898634317143,6.82473457926252,3.91030139152483,4.73605271830565
3.28875265569374,5.48452671436633,3.60440902851497,5.54643708123855,3.74548691917244,4.97600973797177,4.55834884927579,5.93741434886398
3.08636081654686,6.93825097314147,3.4043910730334,5.19164113268884,3.65185160967016,4.83278059530743,4.14339779387622,5.12638329425195
3.2472217639039,6.18865402897615,3.65614869944652,5.29546894046678,3.4816849437042,4.51190452503858,4.18242249553648,5.18214384096762
3.10207263343982,5.29854110270764,3.89582823663613,7.2430800343195,3.53356950273357,4.59388798080491,4.1957822409173,5.23744362357365
3.28412054026001,6.09006837401424,3.75089253179333,5.78220370174833,3.52554060005122,4.59505145022637,4.31775104997725,5.47240928033786
3.42681882759895,6.98766737783779,3.42129443764548,4.75137670724443,4.01887719396315,5.52668947818819,4.10760367203345,5.09334180199293
2.69706082514588,4.3652661751975,3.52364774386985,6.21617915169346,3.84994518847965,5.13468536321668,4.10421684435845,5.15559695728586
3.13926958110212,5.68982684195257,3.64655306502637,6.21703912216192,4.06970957843893,5.8083446795126,4.32982415005267,5.47284078795952
2.776260435975,4.62241297025874,3.37992311949606,5.01440706808855,4.05607922485602,5.65433039065526,3.7714601000309,4.49892370807861
2.96025248003044,7.31713021225175,3.414128617757,4.86619832421113,3.66656381172012,4.87584063727136,4.02401272695502,5.00544864580211
3.08585248768378,5.28730094527958,3.58762962625763,5.61869225389344,3.94885830587074,5.24023796025457,4.00774927175034,4.94034715131501
2.9466778363478,4.96101707144991,3.58232251453264,5.34191122182567,4.14056045941664,6.15488205606766,4.16680335078846,5.25118155772382
3.30870066662376,6.00897663402443,3.78174234922273,5.79147384590541,3.5080737356064,4.57150361692609,4.22093482740667,5.34783094815656
2.91392161252518,4.9145108249339,3.65665400582618,6.26526049422598,4.31820654413486,6.14013987424459,4.51161376771087,5.86762239312663
2.89268587886847,4.34995622074545,3.41486160652253,5.11695646347216,4.10036056711786,5.68218316583965,4.36310819914525,5.58767764224002
3.14474065144757,8.42282900316273,3.49860491831805,5.20181713584148,3.82590637514964,5.1868656981945,4.07655755204822,5.00531957894569
2.92470638496391,4.54162298013139,3.81148322835969,6.14812916017471,3.80304619033741,5.10121154791906,4.1077679955919,5.08539728666334
3.26920095543205,5.51118933793432,3.57223259572662,5.4893919911782,4.14379578805377,5.91478079798901,4.19183725743362,5.21477837701221
3.3997953098077,6.84590581157693,3.7481572627501,5.93846789199268,3.78521516076801,4.87793165290309,4.23505533691432,5.27267300471933
3.25494437241178,7.78254977396448,3.85742660269265,6.41853473511248,3.94367258041847,5.44990169835662,4.12052792957391,5.10083568775145
3.15150755347368,5.66708803865813,4.2221110270959,7.55352817109305,4.17055989709061,5.94908695029149,4.3431349807156,5.58050927856773
3.34766968686482,6.66671493638094,3.53178290338621,5.26061204161292,3.98654254915021,5.61579041057753,4.31511126361664,5.47764433602909
2.94766456440139,4.43467466677747,3.44674371497694,5.12211137147179,4.38817633899424,6.438591071816,4.27956208536926,5.39879114072068
3.27125046238783,5.86369070203718,3.81608673387593,6.2372674180192,3.78546912078804,5.00822089130394,4.23109605639579,5.33865821527709
3.24284622326015,5.40599720685844,3.76700586954783,6.36300313993379,3.83362125851096,5.12772084422049,4.30236710603242,5.38999415657025
3.11037437500682,5.13396401389158,4.07901307503148,7.95370102492435,4.00713551632807,5.42104054965445,4.03750532199791,4.94494329878658
3.09319419516006,5.10072946218855,3.38897537083049,5.16930566716539,3.8627404016551,5.29797784764422,4.03302793339603,5.03387906787086
3.16605064931289,5.68792928346238,3.5699731653612,5.45216043036219,3.98121824971852,5.55975685431021,4.16402936831185,5.29315787487183
3.37245044346081,8.34266608523799,3.46500647217388,5.41901059139131,4.64626320551597,7.11252972353152,4.18144040067887,5.161932884904
3.19603958273654,6.30150929408292,3.55776309622696,5.88089227816141,3.91617795162742,5.23760125977617,4.30590278540056,5.44645799983535
3.27203202999965,7.22430931256538,3.8259438076257,5.92683255459349,3.7072930173187,4.99472434636839,4.27436620330863,5.43393409499776
3.48797890698817,9.59088021107631,3.94946658234856,6.82222906138348,3.85746789360121,5.2034945303677,4.35765273542342,5.48294642611779
2.9385288421366,4.86784945144368,3.34907940507542,4.80498706489594,4.1784245628413,6.0207071367608,3.87880264043184,4.67974781801002
2.89886412659143,4.73430915775068,3.27588059265745,4.84724768912338,4.01927588881771,5.55897505543146,3.77757468424204,4.52531817646079
3.11363323538901,5.46722034790604,3.66607915202204,5.78865587631297,4.31552940720853,6.46338562421339,3.72773530468531,4.48390441700783
3.080878137671,14.662238598227,3.43929525703006,4.80543066580721,3.48233253698565,4.50763142205438,4.22733808363355,5.31276336732934
3.60650583454825,8.64542807457341,3.24670902645182,4.77206596640456,4.24598700252873,6.10268372906103,4.0751091690618,5.03691199816906
3.28435067623732,5.40864480484796,3.94283859165118,6.75223648006996,4.02195432921222,5.59352222258092,4.07209317764763,5.04018965026402
3.4776062716475,9.26693377778933,3.48558172482352,5.34458077372331,3.89099159675872,5.63273087009107,4.08500068005028,5.09872385518697
2.99078673525449,5.63122490648746,3.36828380771449,5.0437459317453,4.53274047682089,6.76203020205099,4.18353270719633,5.26779672190349
3.32152481929889,6.89626305768542,3.53988810743452,5.20037614390396,4.51760260005129,6.72844872192392,4.24640575011302,5.40228356393963
3.31830235017432,8.50661540470965,4.12688071262909,7.03381217579941,3.64989009035175,4.78651926566896,4.2851814620306,5.4161737063073
2.9911139516277,4.66220068924087,3.9592279345637,8.08153551201683,4.54670756113458,7.04943696179828,4.15330757365182,5.11245195872471
2.85848537650569,4.50476868882573,3.62775533689964,5.5134308613291,3.74693394645361,4.92464733806792,4.27291125489757,5.42328514772611
3.23971344142738,6.1608217178563,3.67824814155274,5.70897603697185,3.89383002111604,5.47519402505971,4.05078065393506,5.1111331970054
3.09853044698647,6.04244737042488,3.37956133618701,5.44513003502518,3.79574478261627,4.98399214326314,4.29201189242432,5.34670862804384
3.2071806621615,5.87824658156933,3.62897880202598,5.30490367915224,3.87977072234047,5.37557953399585,4.04162376700423,4.97903318166576
2.98914003654871,5.2893096498501,3.75833611134909,6.61432009091186,3.95957286531206,5.6543156391127,4.12273110122198,5.19664284316599
3.43208344638899,7.87820197314019,3.53218145545739,5.10683943124446,4.0271790721938,5.49845378598022,4.31669402660168,5.5338287621866
3.21192900834177,5.25116666853096,3.75893112894794,5.91190556856499,4.17769082022658,6.03785135088957,4.10998650483495,5.06020570586476
3.22242060801705,7.59250615135594,3.35866815177163,4.68731432899284,3.83598411885101,5.14664881833861,3.97424416787203,4.87080014582164
3.12957320512387,8.09421310904916,3.69876224522657,5.59659499423688,3.9037494071355,5.21728552823322,4.1499979926922,5.10589943826723
3.08113504126558,5.1965190173634,3.40268410690989,5.00290818360026,3.86012487898005,5.20159474386402,4.35765518233699,5.57153082434686
3.46527704639385,7.97273700082579,3.77528417193955,6.54957228764062,4.08252106964946,5.93424515069021,4.11372572632309,5.10734529922305
3.55875954571606,7.42230232366541,3.6404059384905,5.63433808037197,4.05365498476558,5.48336511763936,4.49918690446253,5.78641970973275
3.53681928448595,8.74523663402376,3.83172882374504,6.25320524556322,3.75360536424579,4.93361217847082,4.0232811945094,4.92120792300382
3.3120267950903,7.00016182610888,3.74771474197154,6.11463284781321,3.51747692202666,4.94950951720564,3.96688374719348,4.84225781164798
3.50332176838709,8.01982748189092,4.16140701404703,8.83475721227256,4.1737279656371,5.94454761674261,4.12708581429232,5.17974453513248
3.22726702998823,5.65205800655509,3.20243478540278,4.39790564986496,3.94986665099762,5.5086863411238,4.32177821724957,5.42900825512168
3.33074809291545,6.64741095063683,3.32047882654419,4.75040454665751,4.19805198131455,5.87710176216064,4.10621960207622,5.11279748610305
3.13457064651834,5.33627898817158,3.05420140234542,4.07568311301466,3.95693934660513,5.42404682129459,4.30512814825624,5.42920774532425
3.03465436077879,6.34443811272144,3.62949963282191,5.54837036917787,4.26416508196404,6.22785339958641,3.95863730210988,4.88574298655464
3.18632304210618,7.85832207994376,3.40213298586197,5.32724631287387,3.80496050840605,5.19403283754264,4.23350603622471,5.25299809978885
3.10185573532704,9.47000884199018,3.39777814953562,5.32526703236686,4.00886033505436,5.4661921645475,4.17019254136025,5.19571299894711
3.03379857432606,6.5560345553717,3.71427427709726,5.75262627883733,4.07402577332062,5.68113252682492,4.17290820879042,5.21323937627289
3.50117006469455,10.2914244625092,3.82764936531465,6.30316359616076,4.07647727605501,5.82922624960413,4.11686176929285,5.17391138214029
3.28205275759064,6.1330600562074,3.4670160498169,4.96627952341862,4.33655601948401,6.24875146310417,4.28022707231997,5.44050349811911
3.05354135751702,6.19303971907112,3.88808666028796,6.42148983728549,3.69844048528991,4.9799939891415,3.87510450374224,4.6719836458742
3.16994841880145,6.43350349505307,3.64008834303607,5.74164007471709,3.94836225059403,5.38715540218921,3.97118345896532,4.8424399157328
3.49756378638333,7.4885083093112,3.21601907167676,4.39529997643921,4.05525376512519,5.70374429643188,4.13470486337793,5.11673427221618
3.23011704875517,5.87795084401947,3.35557895430241,4.88851011159227,4.12918438719927,5.91320470043923,4.13020701739139,5.17741983281453
